result_id,event_title,edition,edition_id,sport,sport_url,result_date,result_location,result_participants,result_format,result_detail,result_description
257270,"4 x 400 metres Relay, Men",2008 Summer Olympics,53,Athletics,/editions/53/sports/ATH,22 – 23 August 2008,"Beijing Guojia Tiyuchang, Beijing Aolinpike Gongyuan, Beijing",70 from 16 countries,na,na,"The United States had swept the medals in the 400 metre flat race and had by far the fastest team. With hand-offs less critical than in the 4x100 relay, there seemed no way for them to lose the gold medal. In the final, they used their 400 medalists, LaShawn Merritt, Jeremy Wariner, and David Neville, with 400 hurdle gold medalist Angelo Taylor running the second leg. Merritt led off with a 44.35 leg that put the US in the lead by over a second on Belgium. Taylor took over and maintained that lead, Belgium still in second at the second hand-off. Neville ran the third leg for the Americans and increased the lead over Belgium slightly to 1.28 seconds as he handed the baton to Wariner. Wariner ran 43.18 on the anchor to win the gold medal for the Americans by over 25 metres. Belgium was still in second at the bell, but they had placed their three best runners up front and they were passed by four teams on the final lap, eventually finishing fifth. The Bahamas and Russia closed quickly on the final leg to get the silver and bronze medals, respectively.
That was how the event and the results seemed to have ended. In 2015, however, the IOC began re-testing samples from the 2008 Beijing and 2012 London Olympics, using newer, more advanced testing techniques, in an effort to find those who had used performance enhancing drugs (PEDs), but in whom it could not be detected at the time of those Olympics. This was one of the many events affected.
In September 2016 Russian Denis Alekseyev was disqualified for a positive re-test for turinabol (dehydrochloromethyltestosterone). Alekseyev had also competed in the 400 metres but did not advance out of the first round. In the relay, his positive test caused the Russian team to be disqualified, with the bronze medal re-assigned to Great Britain.
"
256160,"Kayak Singles, Slalom, Men",1996 Summer Olympics,24,Canoe Slalom,/editions/24/sports/CSL,28 July 1996 — 11:00,"Ocoee Whitewater Center, Polk County, Tennessee",44 from 28 countries,"Two runs, best score of two to count.",Downstream gates: 18Total gates: 25Upstream gates: 7,"Ireland’s Ian Wiley and Germany’s Oliver Fix were the reigning European and World Champions respectively in the K-1 Slalom, while Italy’s Pierpaolo Ferrazzi was the defending Olympic champion and Jochen Lettmann was the most recent Olympic and European bronze medalist. Fix, Wiley, and Lettmann were first, third, and fifth respectively after the first run, while Ferrazzi was 32nd. In second was another German, Thomas Becker, while Slovenia’s Andraž Vehovar was fourth. Fix performed poorly in the second run, ending up in 37th, but his original score was good enough to claim the gold medal. Vehovar, meanwhile, had an excellent second run, but it was still 0.43 seconds shy of Fix’s mark and thus the Slovenian had to settle for silver. Becker, meanwhile, improved his score sufficiently to snatch the bronze medal, while Wiley was 34th in the second portion of the tournament and thus placed in fifth on the basis of his original mark. Ferrazzi was 11th in the second run, which was good enough only for 17th overall, while Lettmann fell to eighth after failing to better his previous score.
"
8102,"4 x 100 metres Freestyle Relay, Men",1996 Summer Olympics,24,Swimming,/editions/24/sports/SWM,23 July 1996,"Georgia Tech Aquatic Center, Atlanta, Georgia",83 from 19 countries,na,na,"Every time this event had been held at the Olympic Games the US team had won gold and all but once they had done so in world record time. Added to the fact that America were also the current world champions this suggested that a US victory was one of the biggest certainties of the entire Games.
At the first changeover in the final the USA were out of the medals in fourth and, although over the next two legs they improved, they were still trailing Russia and Germany and a shock defeat appeared likely.
However the two European nations had top loaded their best swimmers whilst the American trump card Gary Hall, Jr. was to swim the anchor leg for the home team. Hall took two seconds off his main rivals and vaulted his team to a clear victory. Their only disappointment was that they failed, by a third of a second, to break the world record.
For Hall this was the first gold medal of the five he won during his career and meant that he followed his father, also Gary Hall, as an Olympic champion.
"
1779,"Halfpipe, Women",2006 Winter Olympics,49,Snowboarding,/editions/49/sports/SBD,13 February 2006,Bardonecchia,34 from 16 countries,na,Gradient: 16°Length: 145 mWall Height: 5.7 mWall-to-Wall Width: 18 m,"The American foursome was considered formidable and a sweep seemed a possibility. They were led by Gretchen Bleiler, who had been US Champion in 2003 and 2005, was World Superpipe Champion in 2003, and had won the X-Games in 2005. The defending champion was American Kelly Clark, who was somewhat of a surprise in 2002, but was now considered one of the best halfpipers in the world. The third American was Hannah Teter, who came from the first family of American snowboarding. In 2005 she had been featured in a snowboarding documentary, First Descent, which also starred Shaun White and Norwegian snowboarding legend Terje Håkonsen. All three Americans easily made it thru the qualifying, which was led by Clark, with the top European, Norway’s Kjersti Buaas, joining them, along with the fourth American, Elena Hight. Both Buaas and Hight needed their second run to qualify. The final was dominated not by Bleiler, as expected, but by Hannah Teter, who posted the top score on both runs. Her first run of 44.6 was good enough for the gold medal, but she surpassed it in run two with a 46.4. Bleiler hung on for second, placing second in both runs. Clark was in third after the first run, but Buaas improved to 42.0 in the second to move up to the bronze medal and break up the American sweep.
"
261502,"200 metres Freestyle, Men",2008 Summer Olympics,53,Swimming,/editions/53/sports/SWM,10 – 12 August 2008,"Beijing Guojia Youyong Zhongxin, Beijing Aolinpike Gongyuan, Beijing",57 from 49 countries,na,na,"Already having won the 400 individual medley and the 4×100 freestyle relay as part of the US team, Michael Phelps entered the 200 metre freestyle as an overwhelming favourite. Phelps, the world record holder in the event, had been beaten into third in this race in 2004 and, when he failed to win either his heat or semi-final, a little seed of doubt was sown. The final proved that Phelps had simply been careful not to exert himself too much early in his competition schedule as he powered clear by halfway and then kept up his scintillating pace to take 0.90 seconds off his own world record and win the race by nearly two seconds. Behind Phelps was the newly crowned 400 metre freestyle champion Park Tae-Hwan of Korea who held off the challenge of Phelps’ training partner at Team Wolverine, Peter Vanderkaay.
"
36041,"Hockey, Men",1984 Summer Olympics,21,Hockey,/editions/21/sports/HOC,29 July – 11 August 1984,"Weingart Stadium, East Los Angeles College, Monterey Park, California",190 from 12 countries,Round-robin pools advance teams to classification round matches.,na,"After the 6-team tournament of 1980, the Los Angeles hockey tournament included all the favorites. The Soviet Union did forfeit participation, and they were replaced by Great Britain. Surprisingly, the substitutes won their pool, only drawing against World Champion Pakistan, and eventually took home the bronze medal.
Australia, winner of the 1983 Champions Trophy won all their matches in the other group. However, both pool winners were unable to make it through the semi-finals, both losing 1-0. The gold medal match was a replay of the 1972 final, between Pakistan and West Germany. As 12 years earlier, the Germans took the lead, but Pakistan quickly tied and held on until full time. The first Olympic hockey final to go into overtime was finally decided by Kalimullah of Pakistan.
Remarkably, the third hockey gold for Pakistan had strong ties with the two earlier ones in 1960 and 1968. Coach Manzoor Hussain Atif had already coached the national team in Mexico, and had himself played on the golden team of 1960. The Dar family was also represented in each of the three championship teams. Munir Dar played on the 1960 team, while his brother Tanvir won the gold eight years later. Munir’s son, Tauqir won the family’s third gold.
"
6317,"4 x 100 metres Medley Relay, Men",1972 Summer Olympics,18,Swimming,/editions/18/sports/SWM, 4 September 1972,"Schwimmhalle, Olympiapark, München",76 from 17 countries,na,na,"This was the final swimming event of the 1972 Olympics. Mark Spitz was to swim the butterfly leg, the third leg, for the American team in the final. He had already won six gold medals in Munich, having won the 100 freestyle the day before. The United States’ team was the overwhelming favorite and the only way they could lose, it was thought, was to false start or take off early on an exchange. Unsurprisingly, however, East Germany led on the opening backstroke leg, as Roland Matthes, the top backstroker in the world, set a world 100 metre backstroke record with 56.30, as American Mike Stamm was 1.67 seconds back in second place. But Tom Bruce made up the margin on the breaststroke leg, giving Spitz a slight lead, as he and East German Hartmut Flöckner started the butterfly leg almost together. So much for that race. Spitz beat Flöckner by over two seconds in the butterfly, and anchor freestyler Jerry Heidenreich poured it on for the US, winning for four seconds over East Germany in a world record 3:48.16.
For Mark Spitz it had been a pretty good Olympics. Seven events. Seven gold medals. Seven world records. His Olympic total from 1968 and 1972 increased to 11 Olympic medals and 9 gold medals. The day after the medley relay, Palestine terrorists from the Black September group would attack the Israeli Olympic team in the Olympic Village, eventually killing 11 of them. The Olympics and world sport would never be the same. Mark Spitz was Jewish and quickly left Munich, fearing for his fame and his heritage.
"
923485,"15 kilometres Mass Start, Men",2010 Winter Olympics,57,Biathlon,/editions/57/sports/BTH,21 February 2010 — 11:00,"Whistler Olympic Park, Whistler",30 from 16 countries,Penalty loop (150 metres) skied for each missed target.,"Course Length: 14,830 mHeight Differential: 40 mMaximum Climb: 41 mShooting 1: Prone at 3.0 km, 50 m rangeShooting 2: Prone at 6.0 km, 50 m rangeShooting 3: Standing at 9.0 km, 50 m rangeShooting 4: Standing at 12.0 km, 50 m rangeTotal Climbing: 535 m","Contested by only the top thirty finishers in the pursuit the 15 km event is the only one at the Winter Games where all competitors start at the same time. A pack of over twenty athletes arrived at the range for the first shoot of the race and when the firing was done it was Simon Eder of Austria who was the early leader. He kept his lead until halfway but two targets missed at each of the third and fourth shooting phases saw him drop off the pace and eventually finish 25th. The lead was then taken over by the unlikely figure of Pavol Hurajt, a Slovakian who had competed at the top level for a decade but whose only previous podium finishes at World Cup level had come six years earlier. With a flawless shooting display Hurajt was the leader from around the half way stage and maintained that lead until after the final shooting phase. However Russia’s Yevgeny Ustyugov, following a slow start, had worked his way up the field with a perfect shooting display. He passed Hurajt after the final round of shooting and built up a considerable lead to win the gold medal in a time of 35:35.7. Following a poor start, Martin Fourcade of France, moved up from 28th after the first round of shooting, where he missed two targets, to pass Hurajt close to the finishing line and win the silver medal, 10.5 seconds behind Ustyugov. Hurajt held on to take the bronze medal 16.6 seconds behind Ustyugov, but well ahead of the 4th place finisher.
Bjorn Ferry’s attempt to add the 15 km event to his victory in the pursuit floundered, when in a strong third place, at the final phase of shooting whilst Ole Einar Bjørndalen’s attempt to win a 10th Olympic medal was ruined when he missed 7 out of the 20 targets.
"
54128,"Platform, Women",1948 Summer Olympics,12,Diving,/editions/12/sports/DIV," 6 August 1948 — 09:00-12:00, 14:00-17:00","Wembley Arena, Wembley, London",15 from 9 countries,5 and 10 metre platforms. Final round only. Four compulsory and two optional dives.,na,"Vicki Draves had earlier won the springboard gold medal in London and won this event to become the first woman to win the springboard/platform double at one Olympics, although this would be repeated in both 1952 and 1956 by Pat McCormick, in 1960 by Ingrid Krämer, and in 1996 by Fu Mingxia. Patsy Elsener won the silver medal on platform, after having won a bronze on springboard in London. The bronze medal went to Denmark’s Birte Chistofferson, the first Danish diver to win an Olympic medal since Stefanie Clausen in 1920.
"
905070,"Distance Shooting (National), Men",1936 Winter Olympics,32,Ice Stock Sport,/editions/32/sports/IST,10 February 1936 — 14:00,"Olympia-Eissportplatz am Rießersee, Garmisch-Partenkirchen",14 from 1 countries,na,na,"This event was open only to German competitors. Four Germans had competed in the international event, but none of those competed in the national event. The relatively poor distances were due to snowfall during the competition, which made long shots difficult.
"
121529,"Bantamweight, Freestyle (≤56 kilograms), Men",1928 Summer Olympics,9,Wrestling,/editions/9/sports/WRE,30 July –  1 August 1928,"Krachtsportgebouw, Amsterdam",8 from 8 countries,Single-elimination tournament with separate single-elimination tournaments for second- and third-place.  Second-place tournament conducted among those losing to the winner.  Third-place tournament conducted among those losing to the winner or runner-up.,na,"No international freestyle events had been contested since the 1924 Olympics so it was difficult to choose a favorite. There were only eight entrants. But the silver medalist from Paris was back, and Kaarlo Mäkinen (FIN) won the gold medal without much difficulty, defeating American Robert Hewitt in the final round match. But in the second-place tournament Belgium’s Edmond Spapen won two matches for the silver medal. Canada’s Jim Trifunov defeated Britain’s Harold Sansum for the bronze medal. Sansum was placed fourth, despite wrestling three times and losing all three matches.
"
115844,"Foil, Individual, Men",2000 Summer Olympics,25,Fencing,/editions/25/sports/FEN,20 September 2000 — 9:30,"Sydney Exhibition Centre, Sydney Convention and Exhibition Centre, Sydney, New South Wales / Sydney Exhibition Centre, Sydney Convention and Exhibition Centre, Sydney, New South Wales",40 from 23 countries,Single-elimination tournament.,na,"Though missing out on a medal at the 1996 Olympics, Kim Yeong-Ho of Korea had caused a major upset by defeating reigning World Champion Dmitry Shevchenko of Russia in Atlanta.  Since then Kim had established himself as one of the world’s best and had won World Championship medals in 1997 and 1999. However his victory over Serhiy Holubytskiy of Ukraine was still a huge upset as the Ukrainian had completely dominated the event in the years since the Barcelona Olympics.
Strangely the quarter final victory over the World Champion was Kim’s only clear victory of an entire campaign peppered with 15-14 and 15-13 wins.
It was one of the 15-14 victories that earned him the gold medal as Kim overcame Ralf Bißdorf in the final to become the first Asian male to win an Olympic fencing title.
"
88778,"Épée, Team, Men",1960 Summer Olympics,15,Fencing,/editions/15/sports/FEN, 9 September 1960,"Palazzo dei Congressi, Roma",105 from 21 countries,na,na,"By 1960 the core of the Italian team had been so successful for the decade was an aging one. They may have included the last three Olympic champions in Edoardo Mangiarotti, Giuseppe Delfino, and Carlo Pavesi but by now they were in their late 30s and early 40s with the best of their careers behind them. Their opponents in the final were a British team who relied on the rising stars Allan Jay and Bill Hoskyns but who were a little short in depth of talent. Although Jay avenged his defeat to Delfino from the individual final he was unable to prevent the Italian team from recording a comfortable victory.
This was an Olympic swansong for Mangiarotti who bowed out of the Olympics with a career record of six gold medals amongst a record 13 medal haul which, through 2014, remains a record for a fencer. The Soviet Union placed third.
"
925292,"Sculling, Amateurs, Men",1900 Summer Olympics,2,Lifesaving,/editions/2/sports/LFC,21 – 23 July 1900,"Seine, Pont de Courbevoie – Pont d'Asnières, Paris",2 from 1 countries,na,na,na
125116,"Welterweight, Freestyle (≤78 kilograms), Men",1964 Summer Olympics,16,Wrestling,/editions/16/sports/WRE,11 – 14 October 1964,"Komazawa Gymnasium, Komazawa Olympic Park, Tokyo",22 from 22 countries,"Scoring by negative points, with negative points given for any result short of a fall.  Accumulation of 6 negative points eliminated the wrestler. When three or fewer wrestlers remained, they advanced to a final round, with preliminary results carried forward.",na,"Guram Sagharadze of Soviet Georgia had won the 1963 World Championships, defeating Bulgaria’s Petko Dermendzhiev in the final round, with the bronze medal won by Turkey’s İsmail Oğan, the silver medalist at Roma in 1960. All three competed in Tokyo with Dermendzhiev placing fourth after he was eliminated in round five when he was defeated by Iran’s Mohammad Ali Sanatkaran. The final round saw Sanatkaran draw with both Sagharadze and Oğan. As Sagharadze and Oğan had fought to a draw in round five, this left all three tied with 4 bad points in the final round. Oğan won the gold medal over Sagharadze based on lower bodyweight, as they had totalled 6 bad points, while Sanatkaran was relegated to bronze because of his two draws in the final round, which gave him a total of 8 bad points.
"
44678,"Doubles, Women",1920 Summer Olympics,7,Tennis,/editions/7/sports/TEN,17 – 24 August 1920,"Royal Beerschot Tennis & Hockey Club, Antwerpen",18 from 5 countries,Single-elimination tournament.,na,"In women’s doubles, Winifred McNair and Kitty McKane won, defeating Suzanne Lenglen and her partner, Elisabeth d’Ayen, in the semi-finals, and their countrywomen, Geraldine Beamish and Dorothy Holman in the finals.
McNair and McKane were a formidable doubles team.  McNair reached the finals of the All-Comers singles at Wimbledon in 1913, and won the doubles plate that year, partnered by Dora Boothby.  She later turned to golf and was runner-up in the 1921 English Ladies Championship, and played internationally for England that year at Turnberry.
But Kitty McKane had one of the best records of any British female tennis player ever.  Not least of this was her performance at the 1920 Olympics, at which she won medals in all three events, capped by her doubles gold.  She won the Wimbledon singles title in 1924 and 1926, giving Helen Wills a rare defeat in the 1924 singles final.  She was U.S. doubles champion in 1923 and 1927 and U.S. mixed doubles champion in 1925.  She was equally adept at badminton, winning eight All-England titles – four singles, two doubles, and two mixed doubles.
"
61430,"400 metres, Women",1972 Summer Olympics,18,Athletics,/editions/18/sports/ATH,2 –  7 September 1972,"Olympiastadion, Olympiapark, München",49 from 29 countries,na,na,"Monika Zehrt (GDR) had equaled the world record of 51.0 in July and was favored. The other world record holder was Jamaica’s Marilyn Neufville but she was injured and did not compete. The 1971 Europeans had been won by Helga Seidler of East Germany. Zehrt and Seidler both made it to the final easily. The final was led by Hungary’s Györygi Balogh but she faded badly and would finish last. Zehrt took the lead at 200 metres and was never headed, holding off Rita Wilden of the FRG who took the silver medal. Seidler finished fourth, trailing the United States’ Kathy Hammond.
"
255006,"Kayak Singles, 10,000 metres, Men",1936 Summer Olympics,11,Canoe Marathon,/editions/11/sports/CMA, 7 August 1936 — 17:10,"Regattabahn, Grünau, Berlin",15 from 15 countries,Final only.,na,"Ernst Krebs was the home favorite, having won the 1933 European title in this event. The runner-up (also in 1934) was Sweden’s Nils Wallin, who was also in the race. Also highly considered was Fritz Landertinger of Austria. But Krebs took the lead right from the start, with the Austrian trailing at considerable distance. Krebs, a plumber, held on to his lead throughout the race to claim the gold, ahead of Landertinger and Ernie Riedel of the US.
"
98955,"Sabre, Team, Men",1972 Summer Olympics,18,Fencing,/editions/18/sports/FEN,3 –  4 September 1972,"Fechthalle 1, Messegelände (Halle 11 & 12), München / Fechthalle 2, Messegelände (Halle 20), München",63 from 13 countries,na,na,"There was little doubt that the USSR would triumph in Mexico. The Soviets had by then won five successive titles at the World and Olympic level and, in addition, their team contained two of the medallists in the individual event. All went smoothly and they duly reached their designated place in the final where their opponents would be an Italian team they had already defeated in the group stages. This is where reality took a divergent course from what was expected to happen.
Led by an inspired performance from reigning World Champion Michele Maffei, Italy upset the Soviets by a surprisingly wide 9-5 margin. The scale of the Italian achievement is best demonstrated by the fact that while they had been nearly unbeaten in the recent past, Italy had not won a medal at any of the intervening World Championships since they had won silver in Mexico.
Hungary beat Romania for the bronze medal.
"
923486,"4 × 7.5 kilometres Relay, Men",2010 Winter Olympics,57,Biathlon,/editions/57/sports/BTH,26 February 2010 — 11:30,"Whistler Olympic Park, Whistler",76 from 19 countries,Eight shots for each group of five targets. Penalty loop (150 metres) skied for each missed target.,"Course Length: 7,813 mHeight Differential: 27 mMaximum Climb: 25 mShooting 1: Prone at 2.5 km, 50 m rangeShooting 2: Standing at 5.0 km, 50 m rangeTotal Climbing: 252 m","Russia were the early leaders after the first leg, although many of the other teams were close behind. However by the end of the second leg, a small group – Norway, Austria, and Sweden had established a small lead ahead of the Czech Republic. It was on the third leg that Emil Hegle Svendsen for Norway and Dominik Landertinger for the Austrian team pulled away from the other teams and were just over 20 seconds ahead of third placed Russia. With the legendary Ole Einar Bjørndalen on the last leg for Norway, the Scandinavians were favourites to take the gold medal they had previously won in 2002. Although Bjørndalen missed two targets, his main opponent, Austria’s anchor man Christoph Sumann, missed four targets and fell behind after being forced to ski a penalty loop.  In the end the Norwegian team won in a time of 1-21:38.1, with Bjørndalen claiming his 6th Olympic gold medal and his 11th medal in total. Yevgeny Ustyugov for Russia caught Sumann on the last leg, but in a sprint to the finish line, the Austrian just held on to take the silver medal from the Russians.
The Norwegian victors were a combination of youth and experience. Bø and Svendsen were in their early twenties whilst Bjørndalen, at 36, was still four years younger than team mate Halvard Hanevold.
"
302547,"4 x 100 metres Relay, Women",2012 Summer Olympics,54,Athletics,/editions/54/sports/ATH,9 – 10 August 2012,"Olympic Stadium, Olympic Park, Stratford, London",69 from 16 countries,na,na,"The event was expected to come down to Jamaica against the United States, with the USA a slight favorite, led by 100 runner-up Carmelita Jeter, and 4th/5th place in that event of Tianna Madison and Allyson Felix. But Jamaica could counter with the 100 winner, Shelly-Ann Fraser-Pryce, and bronze medalist Veronica Campbell-Brown. Nobody else was given a chance for gold as long as they got the stick around, something they had not done at Beijing, when the United States did not make the final, and Jamaica did not finish the final.
Fraser-Pryce opened for Jamaica and made up a bit of the stagger on Madison around the curve, but on the backstretch, Felix exploded away from Sherone Simpson, putting the American team into a lead they would not surrender. Bianca Knight ran the final curve for the USA, and Campbell-Brown did make up a small amount on that turn, although Jeter still got the baton with a 2-metre lead. Running against Kerron Stewart, Jeter poured it on, extending the lead to 0.59 seconds at the line as the USA finished in 40.82, shattering the old world record of 41.37 that had been set by an East German squad, way back in 1985. It was one of the three oldest world records on the books for women, after Czechoslovakian Jarmila Kratochvilová’s 800 metre mark, set in 1983, and East German Marita Koch’s 400 mark, set on the same day as the 4×100 record. Jamaica’s silver medal was done in 41.41, the third fastest mark ever, and even Ukraine, in third, posted the eighth fastest national mark ever.
The gold medal gave Jeter a rare complete set of medals from London, as she had won silver in the 100 and bronze in the 200. Felix would return the next day and run on the winning 4×400 relay team, giving her three gold medals in London, along with her individual 200 title.
"
9262,"6 metres, 1919 Rating, Open",1920 Summer Olympics,7,Sailing,/editions/7/sports/SAL,7 –  9 July 1920,Oostende,6 from 2 countries,"Three races, with final places decided by total points. Point-for-place scoring for each race.",na,"Only two yachts competed, with Norway in Jo winning the gold medal and Belgium’s Tan-Fe-Pah the silver medal.  In the first race, Jo could not start because of an injury to her topmast, and Tan-Fe-Pah sailed over.  But Jo won the final two races to win the gold medal.
"
256409,"Kayak Singles, 500 metres, Women",2004 Summer Olympics,26,Canoe Sprint,/editions/26/sports/CSP,24 – 28 August 2004,"Olympiako Kopelatodramio Skhoinia, Schinias National Park",23 from 23 countries,na,na,"Italy’s Josefa Idem entered the 2004 Summer Olympics, her sixth, as the defending Olympic champion and the 2001 World Champion in the women’s K-1 500, but most of the other recent major international titles in the event had gone to Katalin Kovács of Hungary. Kovács, however, did not take part in this event in Athens and left the task of representing her nation to Natasa Janics, the 2004 European champion. Canada’s Caroline Brunet, runner-up at the last two Olympics and World Championships, was also a contender. Bruent defeated Idem in the opening heats and advanced directly to the final, as did Janics and Slovakia’s Marcela Erbanová, the other heat winners. Idem won the first semi-final heat, while Germany’s Katrin Wagner, the 2001 European bronze medalist, took the other. Janics dominated the medal round, winning gold almost two seconds ahead of Idem. The Italian, who earned silver, came in slightly less than a second ahead of Brunet, while everyone else was over two seconds behind Idem. Janics, meanwhile, would become a double Olympic champion just over an hour later, when she and Kovács won the K-2 500.
"
5914,"100 metres Breaststroke, Men",1968 Summer Olympics,17,Swimming,/editions/17/sports/SWM,18 – 19 October 1968,"Alberca Olímpica Francisco Márquez, Ciudad de México",39 from 24 countries,na,na,"This was a new Olympic event and was considered wide open, with no clear favorite. The Soviets were considered tough in the breaststroke and they qualified three swimmers for the final, led by Nikolay Pankin, the current world record holder. In the final the unheralded Don McKenzie of the United States took the early lead but was passed by Pankin and Vladimir Kosinsky at 80 metres. But McKenzie pushed through and overtook the two Soviets to win the gold medal in 1:07.7, Kosinsky edging out Pankin for the silver. Three days later Kosinsky would also win silver in the 200 metre breaststroke.
"
16505,"Half-Lightweight (≤65 kilograms), Men",1988 Summer Olympics,22,Judo,/editions/22/sports/JUD,26 September 1988,"Jang-chung Che-yuk-gwan, Seoul",42 from 42 countries,"Two single-elimination pools, with winner of each pool advanced to the final. All judoka losing to the winner of each pool advanced to repêchage pools, with the winners of the repêchage pools earning bronze medals.",na,"The favorite was the 1987 World Champion, Japan’s Yosuke Yamamoto. In winning that title, he had defeated the 1985 World Champion, Yury Sokolov (URS), in the final. Sokolov was also in Seoul. More lightly regarded was Korean Lee Gyeong-Geun, who had been runner-up in 1985 to Sokolov. In the first round, Sokolov lost to former European Champion Bruno Carabetta (FRA), basically eliminating him from medal contention. The pool finals matched Yamamoto against unheralded Pole Janusz Pawłowski, and Lee against European Champion Tamás Bujkó. Yamamoto was not expected to have trouble, but Pawłowski threw him with ippon-seoi-nage to advance to the final. Lee won the other pool final with ippon from a hold, after dominating the Hungarian. The final was very close. Lee won, but only by decision (yusei-gachi) at the time limit.
"
19001396,"Hockey, Women",2020 Summer Olympics,61,Hockey,/editions/61/sports/HOC,24 July –  6 August 2021,"Oi Hockey Stadium, Ōi Futō Chūō Kaihin Park (Oifuto Central Seaside Park), Tokyo, Japan",209 from 12 countries,na,na,"Nations were divided into two round-robin pools of six teams each, with the top four in each pool advancing to the quarter-finals. The tournament then proceeded on a single-elimination basis. Both Japan and Ireland were making their first appearances in the women’s hockey tournament. Since their defeat to Great Britain in the final of the 2016 Olympics, the Netherlands had won every international tournament they entered (2016/17 FIH Hockey World League, 2018 Champions Trophy, 2018 World Cup, 2019 European Championship, 2019 and 2020 FIH Pro-League) and entered as strong favorites, being well ahead of their nearest rivals in world rankings.
Pool A was dominated by the Netherlands, their only close match being a 1-0 victory over Great Britain in a re-run of the 2016 final, Frederique Matla scoring the only goal from a penalty stroke. Germany finished as runners-up in the Group with Great Britain and India being the other qualifiers for the quarter-finals.
Australia was equally dominant in Pool B, winning all five matches, although they had close matches with both Japan (1-0) and New Zealand (1-0.) None of the other teams in the group won more than three of their five matches. Spain finished as runners-up in the group on goal difference, with Argentina third. Despite China defeating New Zealand 3-2 in their final group match, it was not enough for China to qualify, and New Zealand advanced to the quarter-finals ahead of China on goal difference.
The surprise of the quarter-finals was the defeat of Australia by India, Gurjit Kaur scoring the only goal of the game from a penalty corner. In another close encounter, holders Great Britain defeated Spain in a shoot-out (2-0), following a 2-2 draw in their match. There were much easier wins for Argentina (3-0 against Germany) and the Netherlands (3-0 against New Zealand.)
The first semi-final was a repeat of the 2016 final when the Netherlands played Great Britain; however, this was a very one sided contest, Felice Albers and Marloes Keetels scoring two quick goals for the Netherlands in the second quarter. Further goals from Maria Verschoor, on a penalty corner, and a second goal from Albers put the Netherlands in control. Giselle Ansley managed to score a consolation goal for Great Britain before Frederique Matla converted a penalty corner in the final quarter to make the winning score 5-1. The second semi-final was a much closer affair, and a shock looked possible when India scored in the second minute, through a penalty corner by Gurjit Kaur, but goals from two penalty corners scored by Noel Barrionuevo ensured that Argentina progressed to the final by a score of 2-1.
As with the men’s competition, the bronze medal match was a thriller. Following a goalless first quarter, Great Britain went into a 2-0 lead with goals by Ellie Rayer and Sarah Robertson. India hit back, however, with two goals from penalty corners by Gurjit Kaur, and then went into the lead in the closing minute of the quarter when Vandana Katariya scored to give India a 3-2 lead. Britain equalised through Hollie Webb-Pearne in the third quarter and went into the lead through Grace Balsdon from a penalty corner, so the 2016 winners Great Britain finished with the bronze medal.
The final was a more one-sided affair as the Netherlands won gold for 4th time. All the goal action occurred in the second quarter. Goals from Margot van Geffen and two from Caia van Maasakker, all from penalty corners, gave the Netherlands a commanding 3-0 lead. Agustina Gorzelany pulled a goal back for Argentina in the last second of the quarter. Following this the Netherlands were in control and rarely looked like conceding, winning the match 3-1, continuing their record of having won a medal at each Games since 1996.
"
